id,issue_id,summary,description,status,address,rating,lat,lng,url,user_id,created_at,updated_at,acknowledged_at,closed_at
15,1498021,Illegally Parked Vehicles ,Again vehicles are blocking on lane of Mcdawell Street. This was originally posted four weeks ago and there has been no change. ,Open,"1-99 S Mcdowell St Raleigh, North Carolina",4,35.77996101,-78.6415033,https://seeclickfix.com/api/v2/issues/1498021,936661,2015-02-22T10:26:50-05:00,2015-02-22T17:15:57-05:00,,
16,1490180,Post to Neighbors,"Just a little observation for those folks living on Currituck.  Once the city installs the median devices, you will no longer be able to street park where those devices are present.  Also, let's not forget that the city will install, all over Currituck, no parking signs along the sides. What a swell way to beautify the neighborhood.",Open,"Currituck Drive Raleigh, North Carolina",3,35.8370076,-78.6513685,https://seeclickfix.com/api/v2/issues/1490180,79367,2015-02-16T15:51:33-05:00,2015-03-02T07:19:32-05:00,,
17,1487787,Post to neighbors,"The box that held dog poop bags is gone. Could you replace it please?  Neighbors fill w extra bags. Will help more folks pick up the poop, especially in the park area. Thank you. ",Open,"1511-1599 Greenwood St Raleigh, North Carolina",1,35.8027847,-78.64026714,https://seeclickfix.com/api/v2/issues/1487787,40134,2015-02-13T22:37:58-05:00,2015-02-13T22:37:58-05:00,,
18,1487783,Park tree w bad fungus,Big tree in Roanoke Park has a very large fungus around the trunk. Would hate to lose the tree. Thank you ,Open,"1511-1599 Greenwood St Raleigh, North Carolina",1,35.80195452,-78.63998014,https://seeclickfix.com/api/v2/issues/1487783,40134,2015-02-13T22:35:21-05:00,2015-02-13T22:35:21-05:00,,
19,1486816,Drainage problem,"There are at least 8 water  entry points, and there is only 1 drain leading into crabtree creek. The drain needs to be under constant watch so that properties in the Forest Acres neighborhood do not flood. ",Open,"2239 Bellaire Avenue Raleigh, NC 27608, USA",4,35.8131752,-78.62354279,https://seeclickfix.com/api/v2/issues/1486816,0,2015-02-13T09:37:44-05:00,2015-02-13T13:44:44-05:00,,
20,1486769,Garbage / Recycling / Yard Waste,Excessive littering ,Open,"2407 Paula Street Raleigh, NC 27608, USA",3,35.81347656,-78.62547302,https://seeclickfix.com/api/v2/issues/1486769,0,2015-02-13T09:05:24-05:00,2015-02-13T13:12:45-05:00,,
21,1486579,Garbage / Recycling / Yard Waste,Honda Accord on street leaking oil. Large oil stains are unsightly and unsafe for animals and the environment ,Open,"5143 Primland Lane Raleigh, NC 27610, USA",1,35.78017248,-78.54618805,https://seeclickfix.com/api/v2/issues/1486579,0,2015-02-12T20:41:16-05:00,2015-02-12T20:41:16-05:00,,
22,1486480,Stop sign knocked down,At Saddle Seat and BAshford.,Open,"518-580 Bashford Road Raleigh, NC 27606, USA",1,35.77794297,-78.73582017,https://seeclickfix.com/api/v2/issues/1486480,0,2015-02-12T19:02:33-05:00,2015-02-12T19:02:33-05:00,,
23,1486148,Garbage / Recycling / Yard Waste,"Thankfully, the recycling was picked up today for the first time in a month. Two weeks ago, the recycling in Fuller Heights was not picked up. Naturally, my household had a full recycling can since it has been over 4 weeks since the last collection. HOWEVER, the recycling folks only emptied half of our recycling can. This is problematic and does not provide incentive to actually recycle. Is there a reason for this issue and can we be ensured to resume the normal recycling schedule soon? Thanks!",Open,"409 Bolin Court Raleigh, North Carolina",1,35.763795,-78.651079,https://seeclickfix.com/api/v2/issues/1486148,407636,2015-02-12T16:23:16-05:00,2015-02-12T16:23:16-05:00,,
24,1484707,Chair left on curb,Someone has left an overstuffed chair on the curb near 102 Gardner. It's been there for several weeks.,Open,"102 Gardner Raleigh, NC",1,35.7893957,-78.6706438,https://seeclickfix.com/api/v2/issues/1484707,0,2015-02-11T17:02:58-05:00,2015-02-11T17:02:58-05:00,,
25,1483598,Post to Neighbors,"Attention all Raleigh residents who use Town and Country road.  The City has marked this road with paint to layout traffic calming devices that they intend to install.  There are some issues with this design that need to be revealed.  At the intersection of Town and Country a median has been planned that is going to make the right turn off of Millbrook dangerous because of the sharp angle of the turn and because of the natural gas pipes that are above ground at this intersection just off the right on Town and Country.  On the other end of Town and Country there is presently a turn lane for people turning left into the apartments that the city is going to eliminate entirely with a median.  This will, on the first day, cause traffic to back up onto Lead Mine road.  There is also a plan to install an around about where Kingsley intersects Town and Country.  For the folks living on Town and Country who requested this, I predict you will all want this removed within 30 days because of problems you will have accessing your property.  The speed limit is already 30 and the city cannot lower the speed any further due to traffic volume so it seems to me the city is attempting to disregard the law by installing traffic calming devices.  Traffic calming will not decrease the traffic volume on this road because it is a convenient short cut to Millbrook.  If city wants to spend money on this road, it should be spent on resurfacing.",Open,"Town And Country Raleigh, North Carolina",1,35.8525974,-78.6755516,https://seeclickfix.com/api/v2/issues/1483598,79367,2015-02-11T08:33:40-05:00,2015-02-11T08:33:40-05:00,,
26,1478229,Post to neighbors,This trash is spread out. Has been on curb several weeks.,Open,4816 Hoyle ,1,35.846139,-78.592075,https://seeclickfix.com/api/v2/issues/1478229,97019,2015-02-07T16:48:34-05:00,2015-02-07T16:48:34-05:00,,
27,1476441,Car Parked on Lawn,The owner of this property (1116 Old English. Ct.) has started parking his Toyota truck on the lawn directly in front of his house.  The grass has died and the soil is eroding with rainfall.,Open,"1120 Old English Ct. Raleigh, North Carolina",2,35.878168,-78.6553799,https://seeclickfix.com/api/v2/issues/1476441,0,2015-02-06T09:20:38-05:00,2015-02-15T05:59:09-05:00,,
28,1475246,Garbage / Recycling / Yard Waste,"Illegal signs placed in right-of-way, southwest intersection of Capital Blvd and Calvary Drive, in front of the McDonald's/gas station",Open,"4413 Capital Boulevard Raleigh, North Carolina",1,35.84421867,-78.58034746,https://seeclickfix.com/api/v2/issues/1475246,0,2015-02-05T12:02:59-05:00,2015-02-05T12:02:59-05:00,,
29,1475090,Garbage / Recycling / Yard Waste,Lots of leaves have been raked into the street. Blocking street parking in many places,Open,"900 Block St Mary'S And Most Of Washington St Raleigh, North Carolina",2,35.7940358,-78.6485027,https://seeclickfix.com/api/v2/issues/1475090,0,2015-02-05T10:45:45-05:00,2015-02-06T11:12:15-05:00,,
30,1470404,The Greenway @ Alleghany Dr.,"How sad! This is what can happen as the city progresses. If you build it,and/or make more accessible, they will come. Photo taken 1/28/15, 4:00pm",Open,"3328 Alleghany Drive Raleigh, North Carolina",1,35.82923957,-78.6555918,https://seeclickfix.com/api/v2/issues/1470404,0,2015-02-02T13:31:10-05:00,2015-02-02T13:31:10-05:00,,
31,1469396,Parks / Greenways,"A large amount of trash, mostly plastic bottles, washed up during storm. Large amounts of trash also trapped in the creek against downed trees. Very unsightly. ",Open,"Cliff Benson Beltline Raleigh, NC, USA",2,35.83654227,-78.66214075,https://seeclickfix.com/api/v2/issues/1469396,194815,2015-02-01T17:08:40-05:00,2015-02-01T17:08:59-05:00,,
32,1469255,Bike rack damaged,Would love to see this bike rack fixed.,Open,"200-234 E Hargett St Raleigh, North Carolina",5,35.77803497,-78.63606546,https://seeclickfix.com/api/v2/issues/1469255,6931,2015-02-01T15:12:52-05:00,2015-02-26T20:38:27-05:00,,
33,1465632,Abandoned Cars in Yard,There are 2 abandoned cars in the front of 5209 Rembert Drive. One is a red trans am and the other is a black Cadillac. No one lives in this house so I don't know why the cars are parked there. ,Open,"5209 Rembert Drive Raleigh, North Carolina",6,35.85218907,-78.69603165,https://seeclickfix.com/api/v2/issues/1465632,0,2015-01-29T11:19:38-05:00,2015-02-06T08:00:02-05:00,2015-01-29T14:06:22-05:00,2015-02-03T10:25:25-05:00
34,1465577,illegal parking,No parking zone 8-4pm  on st Aug. Everyday cars parked...,Open,"300 St Augustine Raleigh, North Carolina",2,35.782743,-78.618615,https://seeclickfix.com/api/v2/issues/1465577,0,2015-01-29T10:53:31-05:00,2015-01-29T18:17:31-05:00,,
35,1464342,Garbage / Recycling / Yard Waste,This rental house at 2356 derby drive has had litter in their driveway/front yard for weeks now. Not sure who owns the place but it is an eyesore and has not been dealt with in a timely manner. ,Open,"2356 Derby Drive Raleigh, North Carolina",5,35.787202,-78.603746,https://seeclickfix.com/api/v2/issues/1464342,0,2015-01-28T15:21:55-05:00,2015-02-04T08:33:31-05:00,,2015-01-29T16:39:45-05:00
36,1432670,Traffic tie up between St . David's school and Aldert Root school,Every school day between 3:45 and 4 o'clock. Scotland Street is not passable for an emergency vehicle for about 20 to 25 minutes.,Open,408 Scotland Street Raleigh Nc ,1,35.823194,-78.651927,https://seeclickfix.com/api/v2/issues/1432670,65468,2015-01-08T09:58:42-05:00,2015-01-08T09:58:42-05:00,,
37,1431520,Mattress in the woods,The raleigh police dept found mattresses in the woods across the street from the intersection of wilmington/walker. ,Open,"2000 Walker Raleigh, North Carolina",2,35.755884,-78.6426786,https://seeclickfix.com/api/v2/issues/1431520,0,2015-01-07T16:46:10-05:00,2015-01-10T21:44:48-05:00,,
38,1431513,COUCH,There is a couch on the sidewalk at this intersection according to the raleigh police dept. ,Open,"Darby/State Raleigh, North Carolina",2,35.7558995,-78.6255654,https://seeclickfix.com/api/v2/issues/1431513,0,2015-01-07T16:41:19-05:00,2015-01-10T21:46:15-05:00,,
39,1430446,Post to Neighbors,"I know there's work retrofitting SCF into CoR but the new ""Categories"" are probably a reflection of a sub-optimal approach. If you want SCF to feed directly into CoR departments, you should probably just list the departments and then allow for other categories when users don't know what department to use. Then you'll have a burden to train your users on how to optimize and normalize their category selection. For example, where do zoning problems go? Sign ordinance violations? homeless camps? greenway rapairs? You'll never categorize your audience's thoughts.",Open,"200 West Morgan Street Raleigh, North Carolina",5,35.78004422,-78.64205972,https://seeclickfix.com/api/v2/issues/1430446,21774,2015-01-07T10:42:23-05:00,2015-01-14T20:41:37-05:00,,
40,1427819,Post to neighbors,Pot holes near recent repairs. One in right hand lane pretty serious to cars and bikes.  I imagine front end repair people are doing great.  Do you have an address of where to send the bill.  ,Open,"1414-1424 Wake Forest Rd Raleigh, North Carolina",3,35.79821222,-78.62803292,https://seeclickfix.com/api/v2/issues/1427819,880408,2015-01-05T13:50:09-05:00,2015-02-19T21:24:54-05:00,,
41,1424891,Post to neighbors,"South Park SIGNS IN NEED OF REPAIR SEE PHOTOS,",Open,"Walnut Creek Trail Raleigh, North Carolina",2,35.7574146,-78.6343379,https://seeclickfix.com/api/v2/issues/1424891,128603,2015-01-02T15:20:59-05:00,2015-01-02T16:27:07-05:00,,
42,1424285,Waste industries collecting trash at 6:30am,This is the 2nd time in the last few weeks.  I have a time stamped photo available if necessary. ,Open,"710-798 W Morgan St Raleigh, North Carolina",4,35.7801323,-78.6516885,https://seeclickfix.com/api/v2/issues/1424285,8886,2015-01-02T06:40:44-05:00,2015-02-20T19:08:16-05:00,,
43,1423924,Low to No Water pressure,Is anyone else within the Rogers Lane Community experiencing low water pressure within teir Home please Reply and report,Open,"5301 Heather Ridge Lane Raleigh, NC",2,35.779242,-78.545462,https://seeclickfix.com/api/v2/issues/1423924,0,2015-01-01T15:46:35-05:00,2015-01-01T15:56:56-05:00,,
44,1423812,Post to neighbors,Sign still down by the road,Open,"5199-5699 Reedy Creek Rd Raleigh, North Carolina",1,35.8207106,-78.7267292,https://seeclickfix.com/api/v2/issues/1423812,37265,2015-01-01T13:16:40-05:00,2015-01-01T13:16:40-05:00,,
45,1421063,Illegal Trash Collection at Trophy Brewing,"Waste Industries is back at again. After many weeks of following the law, they are back for the second time collecting trash before 6:30am.",Open,"107 Mayo Street Raleigh, NC 27603, USA",5,35.77974963,-78.6536266,https://seeclickfix.com/api/v2/issues/1421063,0,2014-12-30T21:05:17-05:00,2015-02-20T19:08:38-05:00,,
46,1419954,Speeding,"If RPD is in need of any funds, they can pick up some ticket revenue on Ileagnes in the evenings.  There is a small black coupe, appears (at night) to have windows tinted, that has been running at least 60mph on a 25mph street several nights in a row.  It was running south on Ileagnes from Chapanoke last night at around 10pm.  Here's hoping that RPD and Raleigh take the speeding on this residential street seriously before a child or pet gets killed.",Open,"1304-1308 Ileagnes Road Raleigh, North Carolina",20,35.73639584,-78.65455238,https://seeclickfix.com/api/v2/issues/1419954,0,2014-12-30T08:52:06-05:00,2015-03-01T14:16:51-05:00,,2015-01-24T17:01:39-05:00
47,1413130,Car parked on street for months with expired tags,90's model light blue 4 door honda accord on Autumn Court Raleigh NC with expired tags from March 2014-hasn't moved for months,Open,"Autumn Court Raleigh, North Carolina",1,35.8478656,-78.6230914,https://seeclickfix.com/api/v2/issues/1413130,0,2014-12-22T17:10:40-05:00,2014-12-22T17:10:40-05:00,,
48,985674,Flooded,"",Open,Neuse River Trail,1,35.90317,-78.535856,https://seeclickfix.com/api/v2/issues/985674,0,2014-03-14T15:23:17-04:00,2014-03-14T15:23:17-04:00,,
49,979422,Street light flickering,Pole #85G96 in front of 1601 Crag Burn Lane. In Hedingham. ,Open,"1604 Crag Burn Lane Raleigh, NC 27604, USA",1,35.80675336,-78.54074845,https://seeclickfix.com/api/v2/issues/979422,0,2014-03-10T16:40:36-04:00,2014-03-10T16:40:36-04:00,,
50,977826,Pot holes,"There are several - probably at least 10-15 large potholes on Hickory Grove Church Road.  They already came and dumped some asphalt in them right after the snow but the ""bandaid"" job was terrible and most of them are all open again.  Some of them are  at least 2 ft wide and 4-6 inches deep.  People are swerving to miss them and coming close to hitting another car on someone on a bike.  Please help.  ",Open,"Hickory Grove Church Rd Raleigh, North Carolina",4,35.9285738,-78.7397767,https://seeclickfix.com/api/v2/issues/977826,0,2014-03-09T20:03:48-04:00,2014-03-10T12:34:49-04:00,,
51,976332,Tree,"",Open,Mine Creek Trail,1,35.85891,-78.659903,https://seeclickfix.com/api/v2/issues/976332,0,2014-03-08T17:25:35-05:00,2014-03-08T17:25:35-05:00,,
52,972271,Old matters bed springs,"",Open,Mine Creek Trail,2,35.87014,-78.651654,https://seeclickfix.com/api/v2/issues/972271,0,2014-03-06T10:03:49-05:00,2014-03-06T13:25:45-05:00,,
53,966567,huge pothole,pothole about 2x3 feet when exiting 440 onto Poole Road East bound.  I'm sure this is causing damage to people's vehicles.,Open,"3900-3948 Poole Road Raleigh, North Carolina",3,35.76755423,-78.57221529,https://seeclickfix.com/api/v2/issues/966567,0,2014-03-03T18:04:12-05:00,2014-04-01T08:38:12-04:00,,
54,964642,The lights in the ladies room are burned out,"",Open,Mine Creek Trail,1,35.857641,-78.663549,https://seeclickfix.com/api/v2/issues/964642,0,2014-03-02T11:58:52-05:00,2014-03-02T11:58:52-05:00,,
55,955679,Pot Holes on Hickory Grove Church Road,"Terrible pot holes on this road, mostly from Amoretto Drive to Harrington Grove Road!  Can't even drive on either side without hitting them..... at least a dozen very deep, damaging holes",Open,"Hickory Grove Church Road Raleigh, NC, NC",3,35.93154493,-78.74095687,https://seeclickfix.com/api/v2/issues/955679,0,2014-02-24T09:33:14-05:00,2014-10-08T16:40:13-04:00,,
56,954465,Loose boards on bridge ,"",Open,Mine Creek Trail,1,35.852681,-78.664079,https://seeclickfix.com/api/v2/issues/954465,0,2014-02-23T18:17:59-05:00,2014-02-23T18:17:59-05:00,,
57,953930,Handicap sign down,Handicap sign down in parking lit (broken) inFalls Trail parking lot to Neuse river Trail,Open,"Upper Neuse Greenway Raleigh, NC 27614, USA",1,35.93917465,-78.57538605,https://seeclickfix.com/api/v2/issues/953930,120039,2014-02-23T11:21:16-05:00,2014-02-23T11:21:16-05:00,,
58,948663,potholes,"Multiple, very deep potholes that have been filled several times before.  please make sure a good job is done this time because they keep getting worse.  the worst is between bartons creek subdivision and carpenter pond rd.  about 10 to 15.",Open,"12000 Hickory Grove Church Rd raleigh, nc",16,35.9326821,-78.7414995,https://seeclickfix.com/api/v2/issues/948663,0,2014-02-20T08:51:22-05:00,2014-02-28T09:50:05-05:00,,
59,948662,potholes,"Multiple, very deep potholes that have been filled several times before.  please make sure a good job is done this time because they keep getting worse.  the worst is between bartons creek subdivision and carpenter pond rd.  about 10 to 15.",Open,"Hickory Grove Church Rd raleigh, nc",2,35.9285738,-78.7397767,https://seeclickfix.com/api/v2/issues/948662,0,2014-02-20T08:50:48-05:00,2014-02-22T06:41:35-05:00,,
60,948108,"MANY, MANY POTHOLES",Please fix this road. There are 20 or more potholes on the half mile stretch of road from Amoretto Way to Carpenter Pond. It is so dangerous. People swerve to miss the holes and almost hit each other in doing so. These holes can easily pop tires. The storms have killed this part of the street. Please fix ASAP for everyone's safety.,Open,"Hickory Grove Church Rd raleigh, nc",2,35.9325053,-78.74113008,https://seeclickfix.com/api/v2/issues/948108,0,2014-02-19T22:14:33-05:00,2015-02-16T03:30:48-05:00,,
61,946760,Walkway flooded in 2 places down from community ctr. Parking lot. ,"",Open,Hare Snipe Creek Trail,1,35.872707,-78.696743,https://seeclickfix.com/api/v2/issues/946760,0,2014-02-19T08:07:39-05:00,2014-02-19T08:07:39-05:00,,
62,940979,Graffiti on left side of Saxyby's on Hillsborough St. (2604 Hillsborough St ),"",Open,"2604 Hillsborough St Raleigh, North Carolina",3,35.788543,-78.670121,https://seeclickfix.com/api/v2/issues/940979,75704,2014-02-14T09:23:30-05:00,2015-01-15T20:29:53-05:00,,
63,932504,Potholes,Potholes on New Leesville Boulevard near Eaglesfield Rd. ,Open,"New Leesville Boulevard Raleigh, NC 27613, USA",3,35.92653104,-78.74863491,https://seeclickfix.com/api/v2/issues/932504,359953,2014-02-08T13:07:14-05:00,2014-03-11T08:03:21-04:00,,
64,929188,"potholes, crosswalks, sidewalks, street lights...etc","Pothole causing serious damage on Baileywick Road near just past Chander Dr, as you're driving toward Creedmoor Rd.  I hit the pothole the night of Feb 5th and it caused hundred's of dollars of damange to my car - blowing the tire, bending the rim beyond repair and making my car out of alignment",Open,"9518-9588 Baileywick Road Raleigh, North Carolina",1,35.91029189,-78.66960702,https://seeclickfix.com/api/v2/issues/929188,0,2014-02-06T21:20:52-05:00,2014-02-06T21:20:52-05:00,,
65,927601,Pothole near Moore Square Terminal towards Blount Street from Martin Street.  ,This pothole may cause a bus to lose its left front wheel.  Very dangerous.  ,Open,"212 East Hargett Street Raleigh, NC 27601, USA",3,35.77796555,-78.63702393,https://seeclickfix.com/api/v2/issues/927601,0,2014-02-05T17:41:21-05:00,2014-02-05T22:07:30-05:00,,
66,923163,This spur for Thornton Road does not have any appropriate signage or naming where it intersects with the Neuse River Trail,"",Open,Neuse River Trail,3,35.902463,-78.54037,https://seeclickfix.com/api/v2/issues/923163,0,2014-02-02T15:19:30-05:00,2014-05-23T05:39:41-04:00,,
67,1512201,broken tree branch,"During a recent winter storm, a large branch broke and is hanging over Clark Ave. A strong wind will bring down the branch, hopefully not on a pedestrian or car. ",Acknowledged,"2723 Clark  Raleigh, NC",1,35.790735,-78.672542,https://seeclickfix.com/api/v2/issues/1512201,0,2015-03-04T10:53:19-05:00,2015-03-04T11:00:37-05:00,2015-03-04T11:00:37-05:00,
68,1511876,Visual Obstruction,"Because of the shape of the ramp, it is extremely difficult to see the Glenwood Avenue traffic when stopped at the stop sign at the end of the ramp. Others and myself find it difficult because we have to nearly completely turn around in the driver seat to be able to see the traffic.",Acknowledged,"Glenwood Avenue Raleigh, NC 27612, USA",1,35.83630371,-78.67038727,https://seeclickfix.com/api/v2/issues/1511876,0,2015-03-04T09:40:26-05:00,2015-03-04T09:52:17-05:00,2015-03-04T09:52:17-05:00,
69,1511813,Sediment or Mud Run-off,"road washing away, culvert blocked, water now running freely over the road",Acknowledged,"3021 Southall  Raleigh, North Carolina",2,35.817616,-78.55804,https://seeclickfix.com/api/v2/issues/1511813,968835,2015-03-04T09:13:58-05:00,2015-03-04T11:05:25-05:00,2015-03-04T09:22:24-05:00,
70,1510989,Pothole,"",Acknowledged,"2550 Wakefield Plantation Drive Raleigh, NC 27614, USA",1,35.95258575,-78.5576904,https://seeclickfix.com/api/v2/issues/1510989,0,2015-03-03T18:04:35-05:00,2015-03-03T18:14:24-05:00,2015-03-03T18:14:23-05:00,
71,1510637,Pothole,Large Pothole,Acknowledged,"Berkley Lake Road & Barwell Road Raleigh, North Carolina",3,35.7405329,-78.5428254,https://seeclickfix.com/api/v2/issues/1510637,0,2015-03-03T14:19:19-05:00,2015-03-03T17:22:19-05:00,2015-03-03T17:22:18-05:00,2015-03-03T16:01:11-05:00
72,1510256,Street Light Out,"The street light is not completely out, but it turns off and on throughout the evening, so it should be repaired so that it stays on at night.",Acknowledged,"3210-3214 Blue Ridge Road Raleigh, North Carolina",1,35.82346516,-78.70018371,https://seeclickfix.com/api/v2/issues/1510256,948267,2015-03-03T10:34:24-05:00,2015-03-03T10:40:39-05:00,2015-03-03T10:40:39-05:00,
73,1509768,Vegetation Problem,"Walking on Chester Road is extremely dangerous because of the vegetation overgrowth and tree branches extending 2 - 4 feet into the road. This problem was reported before in the context of signs being covered, but nothing was done to address all of the problem .... just the signs.  ",Acknowledged,"Chester Road Raleigh, North Carolina",1,35.80565932,-78.66016878,https://seeclickfix.com/api/v2/issues/1509768,412460,2015-03-03T07:59:34-05:00,2015-03-03T08:00:31-05:00,2015-03-03T08:00:31-05:00,
74,1509259,Vegetation Problem,Small tree has fallen across the sidewalk and part the street in the 1900 block of Fairview Road  obstrucking the sidewalk and view of on coming traffic.,Acknowledged,"1902 Fairview Rd Raleigh, North Carolina",2,35.803434,-78.644371,https://seeclickfix.com/api/v2/issues/1509259,451564,2015-03-02T19:17:55-05:00,2015-03-02T19:24:04-05:00,2015-03-02T19:21:26-05:00,
75,1508807,Graffiti Removal,"This has been on the building and on a ""no dumping sign""  for over a month. 
You can see it on the Starmount Dr side and back of tax office/Harbor Freight and at the creek.",Acknowledged,"Starmount Dr Raleigh, North Carolina",1,35.823172,-78.5829397,https://seeclickfix.com/api/v2/issues/1508807,0,2015-03-02T14:44:14-05:00,2015-03-02T14:50:20-05:00,2015-03-02T14:50:20-05:00,
76,1508685,Sign Down,"The stop sign/street marker at the corner of Tonsler Drive and Bennett Streets got pushed down during the weather event and needs to be stood back up again. I don't think the pole is actually damaged, just pushed over.",Acknowledged,"1505 Bennett Street Raleigh, North Carolina",1,35.7936604,-78.61789838,https://seeclickfix.com/api/v2/issues/1508685,13363,2015-03-02T13:59:47-05:00,2015-03-02T14:00:38-05:00,2015-03-02T14:00:37-05:00,
